ee59cc7b4d9f02177b91b585c559e1aad632336d,MODIFY,regular-file,eShop.Admin/Startup.cs,3405,31;57
010968d21d1c5c7f2a9be1016288be4a40d0ba2b,MODIFY,regular-file,eShop.Admin/Views/Shared/_Layout.cshtml,4658,69;74
9951fc489b18cc01369ebd4b4fb5d3270dd40923,MODIFY,regular-file,eShop.Admin/Views/Shared/_LayoutAuth.cshtml,996,17
a6fd57ec175dd3212188f0a5e5025be5a1d92f7b,MODIFY,regular-file,eShop.Admin/Views/Shared/_OrderDetails.cshtml,1128,5
92a2dc177e79e55a1262ed20b8aae48f9fdbdd3d,MODIFY,regular-file,eShop.Admin/wwwroot/css/styles.css,211991,597-603;612;617;622;627;632;2093;3978-3984;5225;5232;11105;11109;11113
68b84f842afeffb95b30ec5fcbeeb23215644b08,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.css,64548,18;27;33;39;45;50
db62f2f31126c5624e19f183c0e735f70b8ab76e,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.css.map,151749,1
e5e74f7f18ab0470419a8014c1b81a1288837886,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.min.css,48488,6
13e33dbc77653d72afa363ec6475569af8e2c0be,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.min.css.map,108539,1
d0b0f023ec463797cdd343fe0c9220caf2883031,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-reboot.css.map,76483,1
73f4a1928ee1f9fc5cd56138b62d3be419edafce,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap-reboot.min.css.map,32461,1
8f4758923aa884eb810ebd68c44c6ec6632c3adf,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap.css,192348,548;557;563;569;575;580;4160-4161;4245-4246;4270-4271;4287-4288;4312-4313;4329-4330;4354-4355;4371-4372;4396-4397;4419-4420;4439-4440;10004
7eb158168fad673f9d7c4472e261a7fbd27a7d22,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap.css.map,492048,1
92e3fe871295c44f8fa58ddc7ac242463f13e6bd,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap.min.css,155758,6
1e9cb78a53be732a9571eba7154b4204b991128d,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/css/bootstrap.min.css.map,625953,1
f4f23ead2c6fff8ab25029e7fae929ead9d0369e,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,222911,1756;3631;5336;5360;5538;5543;5735;5739-5740;5743;6641;6644
1c968d6b333e9bb48ca02ff77a75ea8951bf2f73,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js.map,402249,1
43203684c3dab66d6c4bc12062862d72d664fce8,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,78635,6
ad12222c6982e263dba931e5639d751f36f6ed39,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js.map,311949,1
da59f0e0cad2742430502597eb318c20f99ff9b0,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.js,131637,2758;2782;2960;2965;3157;3161-3162;3165;4063;4066
70b358f2d396116f05dda0b28e0f24791c6b1748,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.js.map,250568,1
c4c0d1f95cd3ca1b97ed8e7f7f22a91fa24b4edf,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js,58072,6
1bcefd0bda6fa829e0c8d57f556712bb58c8c550,MODIFY,regular-file,eShop.Admin/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js.map,190253,1
73f5298394483947e1ce966c01630a32de962f4b,MODIFY,regular-file,eShop.Admin/wwwroot/lib/jquery-validation-unobtrusive/jquery.validate.unobtrusive.js,19366,53-54;57-58;61-62;70-71;75;84;86-87;90;94
12674b08b24c28c6e71d95c595e19c0e8a3b4224,MODIFY,regular-file,eShop.Admin/wwwroot/lib/jquery-validation/dist/jquery.validate.js,48676,388;502-503;596;686;903
20402da5d3fb3bd00e25fef23a77d9fe130b538e,MODIFY,regular-file,eShop.Admin/wwwroot/lib/jquery-validation/dist/jquery.validate.min.js,23261,4
50937333b99a5e168ac9e8292b22edd7e96c3e6a,MODIFY,regular-file,eShop.Admin/wwwroot/lib/jquery/dist/jquery.js,287630,5044;6460;6466;6490;6503;10564
cbe1012155caf43f71c3ccc8227b65e3f72204ba,MODIFY,regular-file,eShop.Admin/wwwroot/lib/jquery/dist/jquery.min.map,137974,1
93212756489ed692265bdfbea8ba03a99cce5165,MODIFY,regular-file,eShop.Web/Startup.cs,3392,31;57
0b683b853c66d1ffdec98eb596d38dfd7c89fa11,MODIFY,regular-file,eShop.Web/Views/Home/Index.cshtml,3268,4
831bb631f5c7ee6c07e20bf018ae8ae58f9f37ef,MODIFY,regular-file,eShop.Web/Views/Product/Index.cshtml,6801,4;28
510577b798c670d698d10a704bf09ca6c28c813c,MODIFY,regular-file,eShop.Web/Views/Shared/_Layout.cshtml,3975,23;58;69
e018180e16f94e2a9b5c98805a2b6b69dd8a5e78,MODIFY,regular-file,eShop.Web/wwwroot/css/styles.css,196479,597-603;612;617;622;627;632;3962-3968;5209;5216
68b84f842afeffb95b30ec5fcbeeb23215644b08,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.css,64548,18;27;33;39;45;50
db62f2f31126c5624e19f183c0e735f70b8ab76e,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.css.map,151749,1
e5e74f7f18ab0470419a8014c1b81a1288837886,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.min.css,48488,6
13e33dbc77653d72afa363ec6475569af8e2c0be,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-grid.min.css.map,108539,1
d0b0f023ec463797cdd343fe0c9220caf2883031,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-reboot.css.map,76483,1
73f4a1928ee1f9fc5cd56138b62d3be419edafce,MODIFY,regular-file,eShop.Web/wwwroot/lib/bootstrap/dist/css/bootstrap-reboot.min.css.map,32461,1
